customer_id,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
831,Jamie,Diaz,Male,69,1955-10-26,crystal47@hotmail.com,+1-306-127-5294x7235,0,921,8,1,2021-02-07,4,257.05
832,Benjamin,Banks,Other,46,1978-09-09,jessica63@frederick-salazar.com,(920)986-6740,0,249,4,1,2024-05-30,17,163.54
833,Laurie,Ortega,Other,55,1970-01-06,michelle94@mayer.org,5098457752,0,1157,1,1,2020-02-27,4,56.65
834,Anthony,Oconnor,Other,28,1996-09-14,april80@harris-powell.org,278.661.8537,0,1211,3,1,2021-05-28,27,221.81
835,Natalie,Evans,Other,67,1957-09-07,qlarson@rodriguez.org,(809)626-7724x144,1,1628,8,0,2023-02-22,3,105.31
836,Aaron,Curry,Female,47,1977-07-23,codyfuller@brown-jordan.biz,5802365675,0,1815,7,1,2021-12-03,6,202.34
837,Melissa,Jones,Other,19,2006-01-04,jennasmith@thompson.net,+1-152-588-0918x57817,0,1434,1,1,2022-08-30,19,244.08
838,Michael,Stark,Other,42,1982-09-13,lmills@snyder.org,001-241-767-3153x8992,1,684,8,0,2020-06-04,20,218.84
839,Patricia,Adams,Other,60,1965-01-15,jaredjohnson@hotmail.com,1744234306,1,1457,1,1,2020-04-02,22,402.81
840,Valerie,Perez,Other,54,1970-12-13,millerjacqueline@shannon.com,001-505-449-4925x6246,1,1018,9,1,2022-01-22,40,138.17
841,Jennifer,Jordan,Other,32,1992-08-12,charlesheath@baxter.org,001-703-744-4301,1,1164,5,0,2025-02-09,3,489.28
842,Rhonda,Powell,Female,65,1959-11-28,ddavis@yahoo.com,001-594-718-9325x88845,1,706,6,1,2024-03-30,45,383.29
843,Daniel,Reeves,Other,27,1997-11-06,ywelch@gmail.com,675.870.6457x9940,0,699,10,0,2021-07-20,17,373.42
844,Tony,Mays,Female,21,2003-12-08,whitebonnie@johnson.org,(949)703-2084x204,0,642,4,0,2022-04-14,31,321.14
845,Patrick,Ramirez,Female,47,1977-05-20,walterfernandez@perry-wright.info,403-876-4138,0,1221,8,0,2024-11-15,30,63.29
846,Tina,Schmidt,Male,64,1960-06-02,eweeks@smith.com,314-937-8140x4324,0,623,5,0,2024-12-04,18,340.84
847,Theresa,Mcdonald,Male,39,1985-07-11,munoztimothy@wolfe-hale.info,+1-304-928-6393x8779,0,576,2,0,2020-07-08,18,251.37
848,Evan,Ellis,Female,67,1957-09-25,crystalbarnes@hotmail.com,(615)982-3512,1,354,6,0,2021-02-11,10,108.4
849,Wendy,Chavez,Male,52,1972-05-24,uvillarreal@walls.net,(178)280-4658,0,667,10,0,2023-05-02,20,157.98
850,Donald,Wilson,Male,44,1980-08-17,hbenjamin@hamilton.com,001-212-358-2157,0,1272,9,0,2022-11-03,50,125.14
851,Jacqueline,Norris,Male,54,1970-12-13,michaellong@lloyd-ingram.biz,+1-120-643-5141x275,1,1096,6,0,2023-10-11,8,477.26
852,Matthew,Williams,Male,18,2006-12-21,grodriguez@jarvis-harris.net,1208057470,1,1298,8,1,2022-08-13,25,232.03
853,Cody,Thomas,Female,34,1991-02-19,heatherwalker@evans-barnes.com,(789)170-3924,1,65,10,1,2020-04-07,47,46.54
854,Judith,Valentine,Other,63,1961-05-09,willischarles@martin.com,915-454-9374x49731,1,338,9,1,2021-12-28,6,260.99
855,Tony,Lewis,Male,29,1995-03-24,crystal05@hotmail.com,892-355-8168,1,223,1,0,2023-07-26,41,398.17
856,Karen,Powell,Other,27,1997-04-13,christophercole@gmail.com,2964962017,0,420,10,1,2020-03-22,22,447.86
857,Connie,James,Female,20,2004-09-20,shawnhughes@yahoo.com,+1-202-074-3352,0,266,8,1,2022-08-09,13,177.87
858,Diana,Mclaughlin,Female,37,1987-11-15,destiny75@gmail.com,+1-044-593-3017x71186,0,169,4,0,2022-12-05,25,181.81
859,Johnny,Garrett,Female,53,1971-12-11,slong@gmail.com,+1-242-145-1847,0,1408,2,0,2020-01-11,42,265.37
860,Lisa,Ali,Other,31,1993-05-19,vcervantes@gmail.com,945-009-7323,0,664,7,0,2020-08-09,20,466.86
861,Patricia,Chen,Other,70,1954-10-23,rodrigueztimothy@gmail.com,(560)911-5632x9196,0,812,10,0,2022-11-27,44,155.44
862,Emily,Parks,Female,52,1973-02-08,melaniegomez@hale-kane.info,001-897-899-0818x67603,0,556,8,0,2021-03-06,49,56.17
863,Brandon,Martinez,Other,69,1955-03-14,trevor59@gmail.com,+1-305-123-3655x5680,1,728,8,1,2020-12-31,20,196.81
864,Angela,Obrien,Female,22,2003-02-11,browningrobert@wilson-garcia.biz,983-657-6278x9774,1,115,8,1,2022-09-14,27,317.55
865,Nancy,Martin,Male,25,1999-04-30,danielmiller@yahoo.com,(905)744-4744x815,0,1590,9,0,2023-07-02,48,254.46
866,Christina,Kelley,Female,37,1987-03-02,kyang@hotmail.com,(628)865-2293,0,1438,9,1,2021-04-04,10,417.16
867,Ryan,Beard,Other,65,1959-08-13,shawngibson@fischer-short.com,+1-935-068-3890x554,1,1460,5,0,2024-10-23,40,446.44
868,William,Leach,Male,40,1984-08-29,chambersbrian@gmail.com,732.916.8236x69068,1,1183,3,1,2020-06-19,46,256.48
869,Melissa,Wang,Female,25,1999-04-07,ronaldhamilton@yahoo.com,758-889-1982x016,1,1123,8,0,2023-06-08,45,411.52
870,Angela,Garcia,Female,37,1987-10-26,rbradley@gmail.com,347.389.2017x3827,0,1372,7,1,2023-01-15,45,35.76
871,Willie,Tran,Female,66,1959-02-08,michael28@gmail.com,935-105-9781,0,1455,4,1,2020-10-17,25,406.59
872,Jeremy,Warren,Male,20,2004-04-01,harveyjohn@gmail.com,+1-446-446-3280x60571,0,1176,9,1,2021-03-16,25,91.77
873,Javier,Rose,Male,41,1983-03-03,kimberlychoi@hotmail.com,3797313051,0,9,2,0,2021-10-15,5,397.42
874,Tammy,Williams,Male,49,1975-11-17,shannon05@hotmail.com,001-400-212-2559x8633,0,1150,5,0,2020-11-29,18,328.61
875,Jason,Ingram,Female,57,1967-06-12,lschultz@richardson.net,3708297646,0,1111,5,1,2023-02-25,43,418.47
876,Savannah,Lee,Male,22,2002-04-26,ethompson@sullivan.com,303-503-5942x556,1,330,3,0,2022-04-20,10,239.73
877,Heather,Guzman,Female,67,1957-11-13,danielle80@yahoo.com,9017094262,1,1062,4,1,2022-03-11,27,356.16
878,Tracy,Underwood,Male,60,1964-10-12,joan57@howard.com,(041)023-3725x4069,1,197,8,1,2021-02-25,45,177.4
879,Elizabeth,Bass,Other,70,1954-10-18,woodsvernon@owens-lindsey.com,+1-836-111-6440x6549,0,1468,5,1,2020-05-22,26,331.59
880,David,Richardson,Other,69,1955-12-10,vlambert@richardson.biz,1939976619,0,1092,7,0,2022-12-10,30,277.61
881,Garrett,Smith,Male,70,1954-05-04,eturner@yates-gardner.com,(985)602-1412x0844,1,850,2,1,2022-07-11,31,324.43
882,Anne,Murphy,Male,23,2001-07-17,reneecameron@hotmail.com,+1-115-012-1971x42070,1,825,3,0,2023-01-11,15,37.14
883,Kelly,Davis,Male,59,1965-03-12,greenedaniel@nichols.com,001-042-174-1458x70511,0,227,10,0,2024-03-23,12,178.82
884,Rebecca,Kaiser,Male,49,1975-07-27,russell62@young.org,+1-776-002-8629x901,0,878,5,1,2022-06-07,8,326.73
885,Donna,Reyes,Male,39,1985-05-14,jaimegarcia@patel-ward.com,702-711-3512x56108,1,66,10,1,2022-08-05,2,210.39
886,Pamela,Jackson,Male,70,1954-11-10,abutler@hotmail.com,001-064-064-8468,0,1461,1,0,2023-12-09,43,96.13
887,Jeremy,White,Male,70,1954-06-02,donnagibson@williams.com,309-558-2972,1,1075,4,0,2021-11-26,10,78.52
888,Victor,Kerr,Female,41,1983-03-04,monica21@hotmail.com,001-044-249-7322x3694,1,873,8,1,2021-03-02,20,425.21
889,Karen,Jennings,Female,42,1982-04-01,jameswhite@yahoo.com,+1-427-899-5516,0,1027,7,0,2021-09-08,20,236.42
890,Natalie,Camacho,Male,18,2006-04-13,pachecocorey@russell.biz,+1-367-301-6269x0213,1,1746,10,1,2022-03-29,36,338.12
891,Michael,Smith,Other,25,2000-01-09,william84@hotmail.com,140.960.6222x8480,1,1456,6,1,2020-08-01,15,15.27
892,Nicholas,Smith,Other,32,1992-12-29,vguerrero@green.org,712-518-4596x428,0,482,3,1,2022-05-17,28,427.81
893,James,Hensley,Male,31,1993-10-29,osilva@hernandez-davis.com,+1-738-059-8399x831,1,1093,6,0,2025-02-03,3,230.01
894,Justin,Williams,Other,27,1997-05-03,bethmahoney@montgomery.com,9577846499,0,544,2,1,2024-07-29,25,436.44
895,Amanda,Leon,Male,48,1976-02-27,marshchristopher@vasquez.biz,243-007-9455x6646,0,1027,6,0,2024-01-05,4,141.57
896,Matthew,Davis,Other,56,1968-11-22,qsexton@hotmail.com,+1-801-007-0063,1,391,8,1,2021-06-10,15,276.82
897,Victoria,Kemp,Other,41,1983-02-28,michael83@yahoo.com,703-883-7688,0,91,9,1,2021-01-28,18,304.69
898,Angela,Rivera,Male,26,1998-03-26,lisa37@gmail.com,517.333.1696,0,278,8,0,2024-01-02,10,384.75
899,Darren,Chavez,Other,62,1962-06-14,andersonnicholas@gmail.com,001-481-458-0685,1,811,4,0,2022-08-10,32,276.42
900,Michele,Atkinson,Male,57,1967-08-22,ssmith@yahoo.com,001-428-358-2552x0159,1,1744,10,1,2023-05-21,24,323.4
901,Rebecca,Thomas,Male,58,1966-07-15,fpowell@hotmail.com,+1-576-113-8951,0,486,4,1,2022-10-03,2,398.55
902,Joan,White,Female,51,1973-07-01,valerievega@hotmail.com,+1-730-540-6755,0,1362,3,1,2022-12-11,12,172.69
903,Dale,Jackson,Female,28,1996-10-11,ellisrachael@turner.net,001-965-768-5125,1,1252,9,1,2020-08-15,40,22.68
904,Matthew,Mccarty,Male,21,2003-03-28,deckertracy@mcneil-logan.info,875-527-7600,0,1057,2,0,2024-11-15,11,116.55
905,Dawn,Gonzalez,Male,61,1963-07-01,debralynch@hotmail.com,278-107-5288x56344,0,594,6,1,2023-09-06,4,126.17
906,Michael,Campbell,Male,30,1994-08-30,maysjason@brown.com,+1-095-327-7007x89861,0,539,6,1,2022-08-04,36,304.83
907,John,Hooper,Female,20,2004-08-23,alan82@hotmail.com,175-705-6450,1,325,2,1,2021-10-14,3,426.14
908,Annette,Braun,Other,20,2004-12-24,angelagonzalez@hale-johnson.com,147-576-0810,0,336,3,0,2022-04-05,39,357.38
909,Elizabeth,Schmitt,Male,38,1987-02-05,munozthomas@gmail.com,(179)125-2394x791,0,488,5,0,2022-03-16,7,21.83
910,Christopher,Martin,Female,26,1998-08-06,donnabeasley@cox-lynn.com,+1-261-750-6944,0,1642,9,1,2020-08-30,9,268.84
911,Danielle,Swanson,Female,69,1955-07-12,joannabrooks@miller.net,(314)538-8264x98791,1,1182,2,1,2024-10-17,44,459.03
912,Cassandra,Levy,Female,32,1992-04-24,howardbenjamin@yahoo.com,831-244-0569x315,1,1194,9,1,2022-05-03,23,143.33
913,James,Johnson,Male,39,1985-05-28,hholt@pierce.com,454-973-9683,0,1013,4,0,2023-11-27,15,79.56
914,Michael,Stone,Female,46,1978-06-26,hamiltonjames@russo.com,0522766170,0,1732,4,0,2024-09-25,27,472.04
915,Craig,Jefferson,Male,55,1969-10-27,jeffreyzuniga@lane.info,169.395.4119x8453,0,386,4,0,2023-02-24,24,130.86
916,David,Olson,Other,60,1964-03-08,jessicapeterson@yahoo.com,(339)492-9060x60401,1,1358,8,1,2024-02-13,27,58.6
917,Ernest,White,Male,33,1991-09-26,pamelagolden@yahoo.com,001-861-906-2529x017,1,1,3,0,2021-02-16,33,365.82
918,Michael,Johnson,Male,62,1962-11-09,williamsdavid@kim.biz,001-769-939-4442,0,1191,7,0,2022-04-20,49,125.61
919,Susan,Stevenson,Male,54,1970-10-10,jmyers@yahoo.com,935.134.0938,0,33,6,0,2024-12-02,20,465.13
920,John,Gutierrez,Female,63,1961-12-21,leslie04@gmail.com,+1-631-724-0291x05851,1,241,5,1,2022-10-30,17,112.8
921,David,Clark,Female,50,1974-11-05,marypruitt@warren.com,(108)341-9065x6185,1,896,5,1,2023-09-12,2,31.84
922,Tonya,Horton,Other,20,2004-08-13,keysteven@carlson.com,+1-754-328-1161x7740,0,66,3,0,2024-08-22,39,371.43
923,Becky,Johnston,Male,42,1983-02-09,livingstonkayla@hotmail.com,+1-571-824-2454,0,1531,3,0,2022-05-02,45,221.59
924,Christopher,Steele,Other,44,1980-03-09,rebeccajensen@yahoo.com,+1-079-995-9145x7715,1,558,5,0,2023-01-22,34,230.2
925,Michael,Moore,Female,61,1963-10-08,matthewhaas@yahoo.com,(981)907-1604x3654,0,99,10,0,2022-12-28,43,262.8
926,Kimberly,Townsend,Male,28,1996-04-29,xbell@yahoo.com,268.736.4318,0,6,9,1,2023-10-11,12,252.94
927,Nathan,Young,Female,21,2003-09-05,vsmith@bishop.biz,408-713-0742x8371,1,485,8,0,2024-06-16,50,306.37
928,Kristen,Allen,Female,34,1990-06-23,brian68@gmail.com,+1-943-527-7716x9216,0,1612,4,1,2023-09-20,4,69.52
929,Bethany,Callahan,Female,38,1986-10-12,patriciadavis@williams-wyatt.com,+1-122-113-5867x52366,0,1717,9,0,2024-11-13,33,457.98
930,Krystal,Smith,Female,43,1981-04-16,thompsoncorey@hotmail.com,828-410-1293x62714,0,1672,1,1,2021-04-28,34,92.54
931,Connor,Weiss,Male,35,1989-08-27,victoria20@miller.com,457.407.5352x593,0,268,1,0,2021-12-17,28,310.82
932,Tara,Pierce,Other,65,1959-03-08,wfranco@gmail.com,994.691.3565x05425,1,962,5,1,2021-08-16,4,147.26
933,Tyler,Alexander,Female,54,1970-04-01,buchananmichelle@white-walker.info,164.297.7542x1143,0,1068,5,1,2022-12-31,25,133.91
934,Peter,Davis,Male,41,1983-06-18,shelbyaguilar@smith.com,(449)176-9506x3913,0,600,6,1,2021-08-03,21,326.6
935,Kevin,Johnson,Male,48,1976-07-02,utran@gonzalez-rasmussen.com,+1-500-212-8357x877,0,1671,10,0,2020-04-27,27,273.07
936,Frederick,Gregory,Male,46,1978-07-26,jefferymendez@wood.com,271.731.3397x153,1,1551,7,0,2020-03-19,31,195.96
937,Krista,Gibson,Male,49,1975-05-31,denisecarter@hotmail.com,014.481.0138,1,285,9,0,2021-12-14,14,243.27
938,Angela,Wolf,Male,30,1995-01-18,nicholasclark@flowers.net,(363)377-7602,1,1494,1,0,2020-01-19,30,52.4
939,Daniel,Collins,Female,18,2007-02-10,vanessajohnson@clark-acevedo.net,904.636.1191,1,898,6,1,2024-05-02,4,472.45
940,Nichole,Marsh,Female,58,1966-12-04,davidramirez@gmail.com,001-888-952-1724,1,290,1,1,2021-12-22,45,379.89
941,Brandon,Hahn,Other,58,1966-09-11,davisrobert@barnett.com,931-341-1152x826,1,1090,10,1,2022-04-16,7,229.87
942,Jeremy,Cook,Other,54,1970-11-05,alicia44@payne.biz,134-899-7974x0516,1,1481,1,1,2020-08-20,26,438.22
943,Alexander,Dominguez,Other,63,1961-10-29,lozanopamela@gmail.com,001-815-152-7106x0514,0,851,1,1,2022-12-21,38,80.45
944,Ellen,Smith,Male,57,1967-10-21,melissacampbell@rasmussen.net,001-278-112-4808x896,0,1329,1,1,2021-02-17,22,246.29
945,Keith,Hale,Other,24,2000-04-10,browndeanna@hotmail.com,001-501-523-8642,0,513,3,1,2020-01-30,13,295.15
946,William,Miller,Other,20,2005-01-23,riverathomas@hotmail.com,675-063-1903,0,1065,3,1,2021-06-08,11,99.12
947,Michelle,Donaldson,Male,46,1978-09-02,kurt21@morris.com,467.115.8670x69185,1,889,3,1,2020-07-19,8,465.27
948,Linda,Torres,Female,49,1975-12-07,brittany90@hotmail.com,832-851-3068,1,353,9,1,2020-04-20,30,14.23
949,Morgan,Hill,Male,29,1995-10-17,scottgonzalez@yahoo.com,1149528895,1,487,10,0,2023-04-10,13,15.36
950,Thomas,Paul,Male,41,1983-11-06,max54@hood.com,(697)903-7506,0,149,7,1,2021-12-18,40,21.6
951,Michael,Smith,Other,45,1979-05-28,susan94@gmail.com,(583)632-3261x311,1,775,7,1,2021-12-12,29,60.28
952,Nancy,Morgan,Female,46,1978-08-02,charlesbarron@edwards.org,835-556-9751,0,187,10,0,2020-12-22,9,463.77
953,Daniel,Stout,Male,63,1961-07-05,wwood@shelton.com,421-603-8484,0,631,10,1,2023-07-28,22,186.78
954,Jeffrey,Hunt,Male,18,2006-05-21,jonathan68@yahoo.com,8204512327,0,1095,9,1,2024-08-18,42,462.26
955,William,Fields,Male,32,1992-03-16,lopezraymond@gmail.com,(471)871-6189x03870,0,1109,6,0,2022-10-21,8,87.23
956,Randy,Rojas,Male,25,1999-04-16,jodiavila@jones-stevens.info,864.418.5593x2969,0,452,9,1,2022-03-13,9,307.76
957,Karen,Wilson,Other,54,1970-05-18,mataevan@jordan.com,448-895-9421,0,1575,4,0,2021-07-22,7,227.12
958,Natalie,Coleman,Female,40,1984-07-18,ashleyromero@washington.net,868.859.4117x4373,0,1326,5,1,2023-05-13,18,230.17
959,Colin,Ford,Other,63,1961-06-04,lhall@smith-weiss.com,857.681.8181,1,1061,1,0,2022-10-05,21,353.96
960,Sara,Parker,Male,42,1982-09-28,davischarles@miller-marks.biz,769-911-2313x5951,0,475,9,0,2020-02-01,33,159.41
961,Keith,Hendricks,Male,33,1991-12-15,breannaanderson@yahoo.com,+1-828-013-5706,0,815,5,0,2022-03-20,7,319.99
962,Sara,Goodwin,Other,50,1974-03-19,lhanson@weber-lamb.org,001-344-059-5150x91018,1,1371,8,0,2022-11-24,50,195.4
963,Tracy,Robinson,Female,63,1961-07-03,thernandez@gmail.com,0637908810,0,1065,6,1,2021-03-13,6,38.29
964,Justin,Carrillo,Female,30,1994-02-26,alyssalee@gibson.com,(468)053-6022x9931,1,241,5,1,2021-09-26,28,44.31
965,Maria,Wong,Male,63,1961-12-04,justinanthony@melton.com,154.432.9958x312,1,1776,8,0,2020-03-15,45,319.95
966,Shannon,Freeman,Other,69,1955-02-28,wintersandrew@hotmail.com,(987)208-8747x673,1,245,4,1,2020-05-08,9,235.86
967,Dustin,Fitzgerald,Male,62,1962-04-26,briannarobertson@maldonado-lewis.biz,001-547-109-7403,1,1098,9,1,2024-07-07,32,176.2
968,James,Garcia,Male,25,1999-08-07,joneslynn@hotmail.com,+1-176-269-8546x406,0,1196,2,0,2020-12-06,10,354.72
969,Robert,Skinner,Female,62,1962-03-13,paige52@miller.biz,3275017730,0,1696,8,0,2022-08-02,47,80.45
970,Victoria,Farmer,Female,54,1971-01-20,gillespieadrian@hotmail.com,811-955-6783x2592,0,1630,3,0,2024-01-08,36,336.13
971,David,Richardson,Male,25,1999-06-26,kimberly43@yahoo.com,475-652-7374x0627,0,316,9,1,2021-04-08,44,145.63
972,Tammy,Butler,Female,44,1980-10-30,ambergallegos@yahoo.com,(605)656-1382,0,1815,3,1,2024-12-04,26,97.5
973,Beverly,Wallace,Male,70,1954-10-18,clinemaria@chavez.biz,102.493.4068x0785,0,537,1,1,2024-03-25,5,485.93
974,Joshua,Hoffman,Other,22,2003-01-13,wernerjohn@cook.com,542-359-9876,1,1451,1,1,2023-12-10,6,156.51
975,Jessica,Franco,Female,37,1987-05-04,mariehunter@hotmail.com,001-677-765-0247,0,707,3,1,2021-07-23,16,12.97
976,Gabrielle,York,Female,46,1979-01-04,samanthaedwards@jackson-cruz.org,001-472-044-0961x02567,1,1593,3,1,2024-03-17,29,318.95
977,Jorge,Austin,Male,35,1990-02-11,obautista@yahoo.com,(055)357-3323x6714,1,366,9,1,2020-11-19,47,330.35
978,Tara,Adams,Other,35,1989-08-17,qfloyd@gmail.com,249-201-6223,0,1309,2,1,2023-01-28,31,321.2
979,Joseph,Allison,Female,68,1956-04-20,jeffery32@gmail.com,453.885.0874x037,0,653,10,1,2024-12-30,12,482.87
980,Michelle,Lamb,Other,67,1957-10-28,lawsonanthony@allen.info,851.001.2074,1,1733,9,1,2020-03-22,9,361.71
981,Nicolas,Baxter,Male,60,1964-07-20,ismith@yahoo.com,072-576-0094x78321,1,1105,10,0,2022-03-02,20,46.75
982,Tyler,Torres,Female,69,1955-05-10,charlesperez@gmail.com,120-320-5335,0,1292,7,1,2023-05-13,3,414.51
983,Joshua,Thomas,Female,59,1965-05-15,smartin@hotmail.com,(145)009-6285,0,807,3,1,2022-02-15,28,21.53
984,Michele,Burton,Other,55,1969-09-21,frios@yahoo.com,(486)913-9676x6588,0,1530,9,1,2020-11-24,31,345.34
985,Joshua,Moore,Other,52,1972-04-28,ncameron@hotmail.com,665-176-6865x11889,0,385,8,0,2023-12-22,2,359.47
986,Elaine,Fleming,Male,22,2002-05-21,andrewguzman@hotmail.com,337.704.2211,0,1402,4,1,2024-12-03,48,172.32
987,Jason,Green,Female,47,1977-11-04,greenhannah@gmail.com,+1-304-232-2698x641,1,1798,4,1,2024-04-24,3,33.86
988,Sarah,Kennedy,Male,34,1990-10-31,benjaminhill@yahoo.com,001-222-636-9786x5770,1,22,5,0,2022-07-03,5,126.66
989,Amanda,Maldonado,Other,67,1957-07-15,michael59@clay-brooks.biz,+1-339-509-6403x55883,0,98,6,1,2020-12-08,28,228.44
990,Stephanie,Wood,Other,40,1984-11-25,lauren44@hotmail.com,(510)412-4722,0,553,1,0,2024-05-05,46,328.18
991,Heidi,Rice,Male,20,2004-11-13,sara40@reyes.biz,6835292984,1,1469,3,1,2023-09-15,36,270.2
992,Clifford,Crawford,Other,54,1970-08-25,ryandiana@torres.com,+1-238-583-0030x5828,0,368,5,1,2024-12-12,9,77.43
993,Ronnie,Kane,Female,22,2003-01-25,levisanchez@barnett-flores.net,881.185.3530,0,791,5,0,2023-02-10,16,73.17
994,Steven,Green,Male,40,1984-06-09,mitchelldavid@hall.org,001-357-707-0073x6366,1,559,5,1,2024-11-28,25,389.66
995,Juan,Mcdonald,Male,66,1959-01-22,salazarnancy@yahoo.com,757-676-6439,0,1560,7,0,2024-08-31,17,74.46
996,Alejandra,King,Other,60,1964-06-17,fuenteskimberly@ellis-johnson.com,334-214-3064,0,1502,2,1,2023-11-04,38,13.89
997,Patricia,Garza,Other,65,1959-07-03,kimberlyadams@yahoo.com,+1-291-816-7333x6353,0,548,7,0,2024-03-08,1,43.27
998,Timothy,Morgan,Female,32,1992-08-29,morrislaura@garcia-boyer.com,+1-677-047-1482x56991,1,799,3,0,2020-03-03,33,361.51
999,Johnathan,Welch,Other,59,1965-08-19,ndeleon@watson.com,149.847.2256,0,862,3,1,2020-10-06,27,400.72
