,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,payment_method,card_type,Unnamed: 3,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
91,100091,Hair Care,Hair Oil,3,43.5,19,405,2020-11-20,3,Credit Card - AMEX,AMEX,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Mary,Mitchell,Female,44.0,1980-08-21,jaredgarrison@yahoo.com,503.340.7563,1.0,1296.0,5.0,0.0,2022-10-29,12.0,157.1
92,100092,Hair Care,Hair Oil,1,48.38,59,759,2022-01-01,3,Credit Card - AMEX,AMEX,,The Streets at Southpoint,Durham,North Carolina,US,Donald,Petty,Female,34.0,1990-10-14,grobinson@riley.com,861-219-1268,1.0,1102.0,2.0,1.0,2023-02-07,10.0,100.53
93,100093,Hair Care,Shampoo,1,33.0,46,918,2020-06-28,3,Credit Card - AMEX,AMEX,,Park Meadows,Lone Tree,Colorado,US,Michael,Johnson,Male,62.0,1962-11-09,williamsdavid@kim.biz,001-769-939-4442,0.0,1191.0,7.0,0.0,2022-04-20,49.0,125.61
94,100094,Oral Care,Toothpaste,1,3.48,38,74,2022-02-25,9,Apple Pay,,,The Shops at La Cantera,San Antonio,Texas,US,John,Ponce,Male,61.0,1964-02-19,donna76@jarvis-robinson.com,805-865-6279,1.0,1372.0,5.0,0.0,2021-02-26,34.0,11.52
95,100095,Skin Care,Lip Balm,2,89.71,17,770,2021-02-18,10,Google Pay,,,Lakeside Shopping Centre,Thurrock,Essex,UK,Christopher,Martin,Other,18.0,2006-10-08,stephenvalencia@mcconnell.com,+1-394-013-3107x9961,1.0,484.0,7.0,0.0,2025-01-22,12.0,307.38
96,100096,Skin Care,Moisturizer,1,68.64,27,256,2021-01-28,8,BNPL (Buy Now, Pay Later),,Oakbrook Center,Oak Brook,Illinois,US,Wanda,Clark,Female,43.0,1981-08-02,corteztanya@gmail.com,001-500-346-2697x71311,1.0,1688.0,7.0,0.0,2022-10-02,41.0,309.91
97,100097,Skin Care,Face Wash,1,74.91,46,252,2021-04-10,8,BNPL (Buy Now, Pay Later),,Park Meadows,Lone Tree,Colorado,US,Crystal,Santiago,Other,67.0,1957-05-21,tanya84@stevenson.net,336.664.9507x857,0.0,1112.0,4.0,1.0,2023-12-23,18.0,246.84
98,100098,Skin Care,Moisturizer,2,56.75,15,342,2024-04-21,6,PayPal,,,Meadowhall,Sheffield,South Yorkshire,UK,Mario,Jones,Male,19.0,2005-11-26,wardbenjamin@miller.biz,966-623-7604x47761,0.0,493.0,2.0,0.0,2025-02-12,38.0,447.12
99,100099,Body Care and Hygiene,Deodorant,4,4.46,17,698,2023-05-07,5,Debit Card - MasterCard,MasterCard,,Lakeside Shopping Centre,Thurrock,Essex,UK,Misty,Cunningham,Male,34.0,1991-02-01,vincentmiller@joseph-brock.com,140-410-0909,0.0,882.0,8.0,1.0,2022-04-15,39.0,267.67
100,100100,Hair Care,Hair Oil,3,20.32,60,588,2022-09-15,10,Google Pay,,,Stonebriar Centre,Frisco,Texas,US,James,Lucas,Female,62.0,1962-07-16,eddie40@mitchell.com,(416)321-7884,0.0,1561.0,2.0,0.0,2023-09-25,48.0,337.25
101,100101,Skin Care,Lip Balm,1,91.61,18,912,2021-07-19,1,Credit Card - Visa,Visa,,Arndale Centre,Manchester,Greater Manchester,UK,Cassandra,Levy,Female,32.0,1992-04-24,howardbenjamin@yahoo.com,831-244-0569x315,1.0,1194.0,9.0,1.0,2022-05-03,23.0,143.33
102,100102,Hair Care,Conditioner,2,37.1,44,309,2020-01-11,3,Credit Card - AMEX,AMEX,,The Florida Mall,Orlando,Florida,US,Heather,Hill,Female,66.0,1958-05-29,ikelly@gmail.com,+1-345-480-8680x90072,0.0,44.0,6.0,1.0,2023-03-21,29.0,341.75
103,100103,Body Care and Hygiene,Hand Sanitizer,3,8.83,55,919,2020-05-13,8,BNPL (Buy Now, Pay Later),,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Susan,Stevenson,Male,54.0,1970-10-10,jmyers@yahoo.com,935.134.0938,0.0,33.0,6.0,0.0,2024-12-02,20.0,465.13
104,100104,Body Care and Hygiene,Deodorant,4,13.53,29,667,2023-07-22,7,Cash,,,The Mall at Millenia,Orlando,Florida,US,Emily,Willis,Female,55.0,1969-05-18,martinezveronica@burke.info,412-549-1016x801,0.0,1020.0,7.0,1.0,2020-10-09,50.0,163.86
105,100105,Skin Care,Moisturizer,3,17.43,38,816,2023-12-16,3,Credit Card - AMEX,AMEX,,The Shops at La Cantera,San Antonio,Texas,US,Margaret,Johnson,Male,30.0,1994-03-30,jessicamatthews@taylor.com,+1-190-879-9542x2788,1.0,1223.0,7.0,1.0,2022-09-22,33.0,205.31
106,100106,Oral Care,Mouthwash,4,17.96,53,817,2021-08-29,8,BNPL (Buy Now, Pay Later),,SouthPark,Charlotte,North Carolina,US,Courtney,Montoya,Male,58.0,1967-01-23,cmiller@gmail.com,(709)287-4796x966,1.0,719.0,1.0,1.0,2023-05-30,6.0,258.28
107,100107,Body Care and Hygiene,Deodorant,2,8.12,51,637,2021-11-06,4,Debit Card - Visa,Visa,,CambridgeSide,Cambridge,Massachusetts,US,Jennifer,Cruz,Female,39.0,1985-07-11,hectorpatterson@gmail.com,091-025-8602x87751,0.0,127.0,8.0,1.0,2020-01-06,2.0,313.35
108,100108,Oral Care,Mouthwash,2,5.51,41,873,2023-07-17,1,Credit Card - Visa,Visa,,Stanford Shopping Center,Palo Alto,California,US,Javier,Rose,Male,41.0,1983-03-03,kimberlychoi@hotmail.com,3797313051,0.0,9.0,2.0,0.0,2021-10-15,5.0,397.42
109,100109,Oral Care,Mouthwash,2,2.88,14,221,2020-07-25,8,BNPL (Buy Now, Pay Later),,Westfield Stratford City,London,England,UK,Emily,Robinson,Male,26.0,1998-07-12,teresa45@garcia-faulkner.com,(274)886-2295x3353,0.0,802.0,9.0,1.0,2021-01-20,44.0,248.76
110,100110,Body Care and Hygiene,Deodorant,4,23.06,58,695,2023-04-10,3,Credit Card - AMEX,AMEX,,Town Center at Boca Raton,Boca Raton,Florida,US,Tiffany,Thomas,Other,54.0,1970-06-08,twatson@whitehead.info,265-335-1012x1063,0.0,1627.0,7.0,0.0,2021-01-21,48.0,330.78
111,100111,Oral Care,Toothpaste,1,4.24,14,83,2025-01-23,2,Credit Card - MasterCard,MasterCard,,Westfield Stratford City,London,England,UK,Shannon,Ali,Other,45.0,1979-03-26,rosskara@hotmail.com,+1-022-808-6330x3372,0.0,939.0,3.0,0.0,2024-06-11,40.0,52.88
112,100112,Body Care and Hygiene,Body Lotion,3,3.71,4,527,2021-01-02,6,PayPal,,,Trafford Centre,Manchester,England,UK,Elizabeth,Thomas,Other,26.0,1998-06-05,wilsonkelly@gmail.com,001-596-070-0922x3521,1.0,84.0,2.0,0.0,2021-03-13,4.0,405.72
113,100113,Body Care and Hygiene,Deodorant,1,3.02,30,70,2020-03-02,10,Google Pay,,,Westfield San Francisco Centre,San Francisco,California,US,Kendra,Chapman,Other,29.0,1995-07-15,erica71@yahoo.com,001-238-377-3797,1.0,211.0,10.0,1.0,2022-03-18,49.0,100.71
114,100114,Oral Care,Mouthwash,3,4.56,56,117,2020-12-13,7,Cash,,,The Mall in Columbia,Columbia,Maryland,US,Rebecca,Barnes,Other,45.0,1979-06-23,gmendoza@yahoo.com,7463101529,1.0,851.0,4.0,0.0,2021-01-05,47.0,93.86
115,100115,Hair Care,Conditioner,1,26.32,26,181,2024-03-30,1,Credit Card - Visa,Visa,,Easton Town Center,Columbus,Ohio,US,Jennifer,Mckay,Other,37.0,1987-12-19,danielwalsh@yahoo.com,7411937525,0.0,1737.0,6.0,1.0,2020-04-05,20.0,468.22
116,100116,Skin Care,Sunscreen,3,75.2,27,794,2022-02-19,4,Debit Card - Visa,Visa,,Oakbrook Center,Oak Brook,Illinois,US,Ashley,Adams,Other,19.0,2006-02-06,ericlee@hotmail.com,+1-757-244-1550x788,1.0,1652.0,8.0,1.0,2021-02-15,42.0,174.22
117,100117,Skin Care,Face Wash,3,99.08,21,535,2024-08-10,3,Credit Card - AMEX,AMEX,,Fashion Show Mall,Las Vegas,Nevada,US,Pamela,Johnson,Other,44.0,1980-06-30,timothypearson@yahoo.com,001-147-623-1329x433,1.0,1140.0,1.0,0.0,2022-02-16,44.0,131.65
118,100118,Skin Care,Moisturizer,4,94.88,5,680,2021-12-25,10,Google Pay,,,King of Prussia Mall,Philadelphia,Pennsylvania,US,Deanna,Pena,Female,55.0,1969-12-17,watsonpamela@yahoo.com,044-482-1181x73065,1.0,1202.0,2.0,0.0,2020-09-29,27.0,217.08
119,100119,Body Care and Hygiene,Body Lotion,4,8.8,17,947,2021-12-12,7,Cash,,,Lakeside Shopping Centre,Thurrock,Essex,UK,Michelle,Donaldson,Male,46.0,1978-09-02,kurt21@morris.com,467.115.8670x69185,1.0,889.0,3.0,1.0,2020-07-19,8.0,465.27
120,100120,Body Care and Hygiene,Body Lotion,4,4.3,24,512,2022-07-04,10,Google Pay,,,The Dubai Mall,Dubai,Dubai,UAE,Michael,Clark,Female,25.0,1999-03-18,barnesjaime@adams.com,2190332680,1.0,1739.0,2.0,0.0,2024-03-30,22.0,186.55
121,100121,Skin Care,Lip Balm,4,54.26,23,228,2020-08-04,9,Apple Pay,,,Palisades Center,West Nyack,New York,US,John,Bernard,Male,23.0,2001-03-04,sheila26@hampton.com,871-696-0153x8253,0.0,1181.0,1.0,0.0,2022-01-12,26.0,336.09
122,100122,Oral Care,Toothpaste,4,9.31,6,276,2024-03-13,8,BNPL (Buy Now, Pay Later),,Aventura Mall,Miami,Florida,US,Andrew,Valdez,Other,63.0,1961-12-31,joseph16@beard.com,985-278-0055,1.0,782.0,2.0,1.0,2022-03-16,26.0,352.41
123,100123,Skin Care,Lip Balm,3,93.56,18,79,2020-07-26,9,Apple Pay,,,Arndale Centre,Manchester,Greater Manchester,UK,Heather,Campbell,Other,53.0,1971-04-04,yjohnson@khan.net,120.457.0523,1.0,885.0,10.0,1.0,2023-09-08,42.0,207.23
124,100124,Skin Care,Sunscreen,1,72.35,27,441,2024-10-07,6,PayPal,,,Oakbrook Center,Oak Brook,Illinois,US,Willie,Wyatt,Other,25.0,2000-01-20,slewis@gmail.com,1162973455,1.0,374.0,7.0,1.0,2023-08-07,30.0,260.45
125,100125,Body Care and Hygiene,Body Lotion,1,20.53,17,816,2023-04-18,7,Cash,,,Lakeside Shopping Centre,Thurrock,Essex,UK,Margaret,Johnson,Male,30.0,1994-03-30,jessicamatthews@taylor.com,+1-190-879-9542x2788,1.0,1223.0,7.0,1.0,2022-09-22,33.0,205.31
126,100126,Body Care and Hygiene,Deodorant,4,29.81,10,328,2020-03-30,10,Google Pay,,,South Coast Plaza,Costa Mesa,California,US,Joshua,Solomon,Female,54.0,1970-05-31,adamslinda@gmail.com,+1-510-215-4638x19298,1.0,11.0,4.0,1.0,2021-11-26,26.0,122.31
127,100127,Hair Care,Hair Oil,2,49.54,58,713,2022-04-28,5,Debit Card - MasterCard,MasterCard,,Town Center at Boca Raton,Boca Raton,Florida,US,Rick,Moore,Other,59.0,1965-05-10,millerlisa@vasquez.com,034.434.8923,1.0,1115.0,9.0,1.0,2024-07-27,20.0,454.18
128,100128,Hair Care,Conditioner,2,10.73,3,704,2021-04-27,9,Apple Pay,,,Westfield London,London,England,UK,Jonathan,Johnson,Female,57.0,1967-10-10,denisebarnett@smith.com,623-759-0809x84075,0.0,1651.0,5.0,0.0,2022-07-24,31.0,420.78
129,100129,Oral Care,Mouthwash,3,9.93,5,269,2022-12-07,6,PayPal,,,King of Prussia Mall,Philadelphia,Pennsylvania,US,Michael,Jones,Female,26.0,1999-02-02,johnflores@chapman.com,(769)417-0824x42698,0.0,1507.0,7.0,0.0,2023-05-08,16.0,429.27
130,100130,Body Care and Hygiene,Hand Sanitizer,4,18.78,36,998,2022-01-20,2,Credit Card - MasterCard,MasterCard,,The Mall at Short Hills,Short Hills,New Jersey,US,Timothy,Morgan,Female,32.0,1992-08-29,morrislaura@garcia-boyer.com,+1-677-047-1482x56991,1.0,799.0,3.0,0.0,2020-03-03,33.0,361.51
131,100131,Hair Care,Shampoo,2,6.4,8,842,2021-06-22,4,Debit Card - Visa,Visa,,Bluewater Shopping Centre,Dartford,Kent,UK,Rhonda,Powell,Female,65.0,1959-11-28,ddavis@yahoo.com,001-594-718-9325x88845,1.0,706.0,6.0,1.0,2024-03-30,45.0,383.29
132,100132,Hair Care,Conditioner,3,12.03,43,454,2022-11-05,8,BNPL (Buy Now, Pay Later),,The Domain,Austin,Texas,US,David,Cabrera,Other,45.0,1979-07-11,clarksandra@yahoo.com,206-650-6924,1.0,125.0,6.0,0.0,2023-11-30,32.0,217.73
133,100133,Oral Care,Toothpaste,4,18.74,27,640,2023-09-24,9,Apple Pay,,,Oakbrook Center,Oak Brook,Illinois,US,Shawn,Webster,Other,19.0,2005-11-14,tyler06@hotmail.com,+1-669-522-1428x62010,1.0,358.0,7.0,1.0,2025-01-06,25.0,93.72
134,100134,Skin Care,Sunscreen,3,83.98,57,198,2020-05-09,8,BNPL (Buy Now, Pay Later),,The Gardens Mall,Palm Beach Gardens,Florida,US,David,Hess,Other,25.0,2000-01-16,garrisondaniel@gmail.com,681.307.8452x260,1.0,1214.0,10.0,0.0,2022-01-11,28.0,358.3
135,100135,Oral Care,Toothpaste,2,16.5,60,818,2022-02-10,6,PayPal,,,Stonebriar Centre,Frisco,Texas,US,Dakota,Crane,Male,45.0,1979-07-15,wsanchez@yahoo.com,(147)118-8978,1.0,1806.0,2.0,1.0,2022-12-16,37.0,175.84
136,100136,Body Care and Hygiene,Deodorant,2,12.14,48,271,2024-09-27,9,Apple Pay,,,Santa Monica Place,Santa Monica,California,US,Beth,Floyd,Other,18.0,2006-09-23,lisasmith@rivas.org,677.746.9234x6557,0.0,1558.0,4.0,0.0,2022-04-28,12.0,179.75
137,100137,Hair Care,Shampoo,1,26.21,38,89,2023-07-06,10,Google Pay,,,The Shops at La Cantera,San Antonio,Texas,US,Paula,Thornton,Female,63.0,1961-12-07,butlercolton@murray-reynolds.com,001-126-689-2088x58032,0.0,1529.0,6.0,1.0,2021-10-28,18.0,303.98
138,100138,Oral Care,Toothpaste,1,15.58,35,818,2022-06-24,9,Apple Pay,,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Dakota,Crane,Male,45.0,1979-07-15,wsanchez@yahoo.com,(147)118-8978,1.0,1806.0,2.0,1.0,2022-12-16,37.0,175.84
139,100139,Body Care and Hygiene,Body Lotion,1,20.2,35,553,2022-11-02,1,Credit Card - Visa,Visa,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Jeremy,Rivera,Other,36.0,1989-01-14,costajoseph@yahoo.com,703.176.6641,0.0,357.0,4.0,0.0,2021-06-07,28.0,383.82
140,100140,Body Care and Hygiene,Deodorant,2,15.63,45,814,2024-07-19,2,Credit Card - MasterCard,MasterCard,,Westfield Annapolis,Annapolis,Maryland,US,Jessica,Gutierrez,Male,18.0,2006-05-27,lkennedy@fox-williams.com,001-301-396-0133x7637,1.0,130.0,7.0,0.0,2021-12-12,33.0,238.06
141,100141,Hair Care,Shampoo,3,39.23,30,79,2023-08-11,7,Cash,,,Westfield San Francisco Centre,San Francisco,California,US,Heather,Campbell,Other,53.0,1971-04-04,yjohnson@khan.net,120.457.0523,1.0,885.0,10.0,1.0,2023-09-08,42.0,207.23
142,100142,Skin Care,Moisturizer,2,31.56,34,833,2021-07-20,7,Cash,,,The Shops at Columbus Circle,New York,New York,US,Laurie,Ortega,Other,55.0,1970-01-06,michelle94@mayer.org,5098457752,0.0,1157.0,1.0,1.0,2020-02-27,4.0,56.65
143,100143,Hair Care,Conditioner,1,20.04,8,96,2020-02-29,6,PayPal,,,Bluewater Shopping Centre,Dartford,Kent,UK,Jose,Moses,Male,56.0,1969-02-14,zmiller@mcbride-edwards.info,001-949-863-5822x25320,0.0,1139.0,10.0,1.0,2023-03-10,3.0,349.22
144,100144,Body Care and Hygiene,Body Lotion,1,21.15,42,302,2024-03-17,7,Cash,,,Brookfield Place,New York,New York,US,Roger,Duran,Male,63.0,1961-09-28,leejennifer@gmail.com,(775)521-8799x3285,0.0,446.0,8.0,1.0,2024-12-09,31.0,449.58
145,100145,Oral Care,Mouthwash,4,16.0,55,469,2023-07-27,6,PayPal,,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Crystal,Church,Male,55.0,1969-04-12,harrischristopher@yahoo.com,824-239-3186,1.0,1110.0,3.0,0.0,2023-09-23,8.0,387.47
146,100146,Body Care and Hygiene,Hand Sanitizer,2,23.33,11,99,2023-09-15,6,PayPal,,,Roosevelt Field,Garden City,New York,US,Dawn,Chambers,Male,23.0,2001-05-11,johnsonrobert@yahoo.com,001-281-180-0604x9290,1.0,323.0,1.0,0.0,2021-06-20,29.0,393.4
147,100147,Body Care and Hygiene,Deodorant,1,21.35,27,927,2023-10-26,2,Credit Card - MasterCard,MasterCard,,Oakbrook Center,Oak Brook,Illinois,US,Nathan,Young,Female,21.0,2003-09-05,vsmith@bishop.biz,408-713-0742x8371,1.0,485.0,8.0,0.0,2024-06-16,50.0,306.37
148,100148,Body Care and Hygiene,Deodorant,4,19.27,18,786,2020-01-04,1,Credit Card - Visa,Visa,,Arndale Centre,Manchester,Greater Manchester,UK,Leslie,Jackson,Other,57.0,1967-03-16,katherine89@simmons-walker.com,055.951.3015,1.0,1500.0,7.0,1.0,2023-01-16,2.0,81.83
149,100149,Skin Care,Sunscreen,2,70.35,35,929,2023-06-19,6,PayPal,,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Bethany,Callahan,Female,38.0,1986-10-12,patriciadavis@williams-wyatt.com,+1-122-113-5867x52366,0.0,1717.0,9.0,0.0,2024-11-13,33.0,457.98
150,100150,Oral Care,Toothpaste,3,12.77,50,149,2024-11-01,10,Google Pay,,,The Summit,Birmingham,Alabama,US,Kathy,Moore,Other,31.0,1993-05-04,wattsalexander@williams.com,584.099.4991x577,1.0,1291.0,7.0,0.0,2022-10-26,50.0,280.97
151,100151,Hair Care,Hair Oil,2,8.63,12,537,2021-08-06,9,Apple Pay,,,Metrocentre,Gateshead,Tyne and Wear,UK,Stephanie,Taylor,Male,50.0,1975-02-05,jessicawilliams@phillips-adkins.biz,001-367-786-0827,1.0,783.0,7.0,0.0,2020-12-02,12.0,78.09
152,100152,Hair Care,Shampoo,4,33.91,53,366,2023-02-28,10,Google Pay,,,SouthPark,Charlotte,North Carolina,US,Jennifer,Hampton,Other,59.0,1965-12-27,olsenjonathan@owens.com,559.898.5736,0.0,1635.0,9.0,1.0,2022-03-03,24.0,183.99
153,100153,Oral Care,Toothpaste,1,14.15,11,85,2022-04-06,8,BNPL (Buy Now, Pay Later),,Roosevelt Field,Garden City,New York,US,Wendy,Wagner,Other,41.0,1983-10-04,jesse47@hotmail.com,001-431-398-0343x458,0.0,606.0,1.0,1.0,2022-01-12,36.0,320.32
154,100154,Body Care and Hygiene,Deodorant,4,24.96,9,464,2023-08-24,9,Apple Pay,,,Bullring & Grand Central,Birmingham,West Midlands,UK,Ryan,Miller,Female,45.0,1979-06-08,jamessheri@yahoo.com,001-655-765-8300,0.0,775.0,3.0,1.0,2024-01-24,23.0,94.02
155,100155,Oral Care,Mouthwash,3,5.72,6,811,2024-01-08,4,Debit Card - Visa,Visa,,Aventura Mall,Miami,Florida,US,Bailey,Rowland,Other,31.0,1993-03-25,simpsonjustin@gmail.com,1451200771,0.0,452.0,7.0,0.0,2020-12-10,22.0,379.47
156,100156,Skin Care,Face Wash,2,51.1,32,626,2022-04-27,3,Credit Card - AMEX,AMEX,,International Plaza and Bay Street,Tampa,Florida,US,Michael,Thompson,Male,19.0,2005-09-18,tracey53@wilson-roberson.info,(051)204-1884,0.0,96.0,1.0,0.0,2020-03-12,14.0,167.32
157,100157,Hair Care,Shampoo,4,45.7,9,895,2022-09-13,10,Google Pay,,,Bullring & Grand Central,Birmingham,West Midlands,UK,Amanda,Leon,Male,48.0,1976-02-27,marshchristopher@vasquez.biz,243-007-9455x6646,0.0,1027.0,6.0,0.0,2024-01-05,4.0,141.57
158,100158,Hair Care,Shampoo,3,15.75,29,847,2021-02-15,3,Credit Card - AMEX,AMEX,,The Mall at Millenia,Orlando,Florida,US,Theresa,Mcdonald,Male,39.0,1985-07-11,munoztimothy@wolfe-hale.info,+1-304-928-6393x8779,0.0,576.0,2.0,0.0,2020-07-08,18.0,251.37
159,100159,Hair Care,Hair Oil,2,10.15,26,476,2021-05-24,7,Cash,,,Easton Town Center,Columbus,Ohio,US,Rachel,Klein,Male,50.0,1974-11-22,michaelmorgan@gmail.com,(562)333-9525x390,1.0,600.0,1.0,0.0,2024-10-11,31.0,46.91
160,100160,Skin Care,Face Wash,4,61.02,59,455,2021-06-24,5,Debit Card - MasterCard,MasterCard,,The Streets at Southpoint,Durham,North Carolina,US,Aimee,Warren,Other,69.0,1955-11-16,stephanie27@trujillo.net,932-175-1722,0.0,491.0,10.0,0.0,2024-03-06,26.0,451.04
161,100161,Skin Care,Lip Balm,3,21.0,55,804,2021-12-29,8,BNPL (Buy Now, Pay Later),,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Katherine,Freeman,Male,51.0,1974-02-14,david70@smith.com,497-986-4520x916,1.0,1533.0,6.0,0.0,2020-01-05,9.0,52.72
162,100162,Body Care and Hygiene,Deodorant,2,14.54,40,280,2022-11-24,4,Debit Card - Visa,Visa,,Perimeter Mall,Atlanta,Georgia,US,Eric,Miller,Female,29.0,1995-10-25,christophermoran@hotmail.com,460.945.6653x70845,1.0,1065.0,4.0,0.0,2022-07-09,41.0,250.59
163,100163,Hair Care,Hair Oil,2,41.75,37,495,2022-07-31,5,Debit Card - MasterCard,MasterCard,,Bloor-Yorkville,Toronto,Ontario,Canada,Jasmine,Marquez,Other,30.0,1994-10-31,wolfdonald@wagner.org,430-355-4412,0.0,443.0,2.0,1.0,2022-10-28,17.0,460.72
164,100164,Skin Care,Face Wash,4,63.82,33,213,2025-02-12,10,Google Pay,,,Bellevue Square,Bellevue,Washington,US,Cassandra,Wilson,Male,18.0,2006-07-21,amanda90@hurley-gibson.com,424.103.0076,1.0,1086.0,4.0,1.0,2021-05-23,44.0,204.1
165,100165,Skin Care,Lip Balm,2,30.12,16,615,2023-06-17,6,PayPal,,,The Oracle,Reading,Berkshire,UK,Madison,Short,Other,50.0,1974-12-21,alvarezlinda@gmail.com,001-802-803-5925x1989,1.0,141.0,2.0,1.0,2024-01-20,5.0,48.04
166,100166,Hair Care,Shampoo,1,41.16,7,99,2022-03-31,4,Debit Card - Visa,Visa,,West Edmonton Mall,Edmonton,Alberta,Canada,Dawn,Chambers,Male,23.0,2001-05-11,johnsonrobert@yahoo.com,001-281-180-0604x9290,1.0,323.0,1.0,0.0,2021-06-20,29.0,393.4
167,100167,Skin Care,Face Wash,2,54.78,23,243,2023-03-08,1,Credit Card - Visa,Visa,,Palisades Center,West Nyack,New York,US,Antonio,Hall,Other,20.0,2004-07-14,jason11@hotmail.com,8633352209,0.0,404.0,7.0,0.0,2020-01-11,1.0,104.64
168,100168,Body Care and Hygiene,Body Lotion,3,16.49,39,188,2024-02-24,8,BNPL (Buy Now, Pay Later),,Scottsdale Fashion Square,Scottsdale,Arizona,US,Jamie,Harmon,Female,49.0,1975-10-16,nelsonkristine@moyer.com,001-105-328-1298,0.0,630.0,9.0,0.0,2021-04-10,47.0,39.57
169,100169,Oral Care,Toothpaste,4,19.65,19,37,2024-11-25,10,Google Pay,,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Kayla,Holland,Male,70.0,1954-06-17,shane45@gonzalez-campos.biz,(995)165-0107x35948,1.0,368.0,2.0,0.0,2020-04-27,50.0,112.07
170,100170,Hair Care,Shampoo,4,8.94,58,89,2021-09-16,5,Debit Card - MasterCard,MasterCard,,Town Center at Boca Raton,Boca Raton,Florida,US,Paula,Thornton,Female,63.0,1961-12-07,butlercolton@murray-reynolds.com,001-126-689-2088x58032,0.0,1529.0,6.0,1.0,2021-10-28,18.0,303.98
171,100171,Skin Care,Lip Balm,1,30.06,8,19,2020-10-02,3,Credit Card - AMEX,AMEX,,Bluewater Shopping Centre,Dartford,Kent,UK,Jeffrey,Snyder,Other,32.0,1992-10-07,alisha35@yahoo.com,+1-405-985-6259x210,0.0,1080.0,9.0,0.0,2021-04-24,43.0,7.6
172,100172,Skin Care,Sunscreen,1,42.53,37,954,2023-10-30,7,Cash,,,Bloor-Yorkville,Toronto,Ontario,Canada,Jeffrey,Hunt,Male,18.0,2006-05-21,jonathan68@yahoo.com,8204512327,0.0,1095.0,9.0,1.0,2024-08-18,42.0,462.26
173,100173,Body Care and Hygiene,Body Lotion,4,4.49,28,727,2023-06-10,5,Debit Card - MasterCard,MasterCard,,Dolphin Mall,Miami,Florida,US,Misty,Hudson,Female,37.0,1987-10-19,cartercarrie@gmail.com,+1-897-955-6449x483,0.0,711.0,9.0,0.0,2023-06-19,18.0,68.04
174,100174,Skin Care,Face Wash,1,28.56,49,866,2023-10-04,9,Apple Pay,,,NorthPark Center,Dallas,Texas,US,Christina,Kelley,Female,37.0,1987-03-02,kyang@hotmail.com,(628)865-2293,0.0,1438.0,9.0,1.0,2021-04-04,10.0,417.16
175,100175,Body Care and Hygiene,Body Lotion,3,20.95,45,72,2020-07-06,1,Credit Card - Visa,Visa,,Westfield Annapolis,Annapolis,Maryland,US,David,Lewis,Other,55.0,1969-07-01,tbartlett@walton-fisher.info,7358737621,1.0,73.0,8.0,1.0,2024-12-14,43.0,97.51
176,100176,Oral Care,Toothpaste,3,13.1,6,792,2021-02-19,3,Credit Card - AMEX,AMEX,,Aventura Mall,Miami,Florida,US,Emily,Carr,Male,51.0,1973-12-21,david78@ramirez-powers.com,(814)006-8766,1.0,557.0,2.0,1.0,2020-04-09,42.0,215.13
177,100177,Oral Care,Toothpaste,4,15.97,15,125,2024-10-10,7,Cash,,,Meadowhall,Sheffield,South Yorkshire,UK,David,Hendricks,Female,41.0,1983-07-04,mramirez@murphy.org,001-133-396-8149x528,1.0,88.0,5.0,1.0,2021-10-30,21.0,57.19
178,100178,Body Care and Hygiene,Hand Sanitizer,4,9.44,37,361,2022-11-23,3,Credit Card - AMEX,AMEX,,Bloor-Yorkville,Toronto,Ontario,Canada,Christian,Hunt,Male,55.0,1969-10-09,crystal48@smith.org,6317977974,0.0,1029.0,3.0,0.0,2024-05-03,13.0,456.67
179,100179,Hair Care,Conditioner,4,49.81,31,75,2023-01-07,5,Debit Card - MasterCard,MasterCard,,Cherry Creek Shopping Center,Denver,Colorado,US,Thomas,Franklin,Other,33.0,1991-09-20,tonystafford@yahoo.com,001-521-039-7313x0931,1.0,991.0,8.0,1.0,2020-02-14,16.0,474.93
180,100180,Oral Care,Mouthwash,2,8.11,41,423,2020-01-21,10,Google Pay,,,Stanford Shopping Center,Palo Alto,California,US,Jeffrey,Walker,Female,24.0,2000-07-09,sbishop@gmail.com,758-829-1040x70156,1.0,568.0,9.0,0.0,2024-02-13,1.0,375.2
181,100181,Body Care and Hygiene,Deodorant,4,14.36,3,203,2021-10-01,4,Debit Card - Visa,Visa,,Westfield London,London,England,UK,Jared,Berry,Female,44.0,1980-06-30,isaiahrodriguez@hotmail.com,464.061.7156x51741,0.0,586.0,3.0,0.0,2023-09-01,39.0,235.62
